date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2023-03-08,England,Primary Market,True,503,242,113,30,13,7,3
2023-03-08,North America,Expansion Market,False,838,493,142,29,10,5,2
2023-03-08,Australia,Expansion Market,False,3100,1512,618,141,43,15,5
2023-03-08,Croatia,Primary Market,True,784,362,175,41,13,4,0
2023-03-09,Germany,Primary Market,True,1511,1056,429,98,52,22,7
2023-03-09,Netherlands,Primary Market,True,3921,2632,1084,496,326,142,70
2023-03-09,England,Primary Market,True,2850,1967,395,134,42,21,7
2023-03-09,North America,Expansion Market,False,2326,1195,399,165,89,37,15
2023-03-09,Australia,Expansion Market,False,2497,1215,275,111,77,27,5
2023-03-09,Croatia,Primary Market,True,1781,1022,330,79,45,23,10
2023-03-10,Germany,Primary Market,True,3853,2205,854,301,169,112,31
2023-03-10,Netherlands,Primary Market,True,568,341,121,48,20,9,2
2023-03-10,England,Primary Market,True,3708,2052,964,233,111,63,24
2023-03-10,North America,Expansion Market,False,3283,1575,611,142,56,18,6
2023-03-10,Australia,Expansion Market,False,2578,1606,628,202,124,39,12
2023-03-10,Croatia,Primary Market,True,1534,720,314,70,39,24,9
2023-03-11,Germany,Primary Market,True,3895,2197,1055,254,101,43,20
2023-03-11,Netherlands,Primary Market,True,2537,1458,489,123,77,50,17
2023-03-11,England,Primary Market,True,993,571,239,71,36,13,4
2023-03-11,North America,Expansion Market,False,560,365,138,42,26,10,2
2023-03-11,Australia,Expansion Market,False,2561,1302,627,126,47,27,7
2023-03-11,Croatia,Primary Market,True,2831,1535,398,125,44,18,7
2023-03-12,Germany,Primary Market,True,2641,1369,397,99,58,19,8
2023-03-12,Netherlands,Primary Market,True,771,538,231,65,25,9,4
2023-03-12,England,Primary Market,True,1148,717,151,34,22,10,4
2023-03-12,North America,Expansion Market,False,1296,780,184,61,37,25,10
2023-03-12,Australia,Expansion Market,False,1027,695,174,77,46,18,3
2023-03-12,Croatia,Primary Market,True,1701,772,363,135,70,21,5
2023-03-13,Germany,Primary Market,True,3376,1407,507,143,91,50,10
2023-03-13,Netherlands,Primary Market,True,2135,890,213,97,49,21,6
2023-03-13,England,Primary Market,True,3798,2657,1247,569,260,129,36
2023-03-13,North America,Expansion Market,False,650,337,124,55,20,11,3
2023-03-13,Australia,Expansion Market,False,1851,806,391,86,39,25,5
2023-03-13,Croatia,Primary Market,True,552,335,128,60,23,7,1
2023-03-14,Germany,Primary Market,True,3846,2011,968,250,141,86,27
2023-03-14,Netherlands,Primary Market,True,711,432,171,65,42,28,13
2023-03-14,England,Primary Market,True,647,264,112,50,20,10,2
2023-03-14,North America,Expansion Market,False,681,288,103,24,12,7,3
2023-03-14,Australia,Expansion Market,False,1930,1108,518,257,89,30,13
2023-03-14,Croatia,Primary Market,True,2041,865,189,68,32,20,4
2023-03-15,Germany,Primary Market,True,1529,934,446,165,99,65,19
2023-03-15,Netherlands,Primary Market,True,2683,1454,670,235,144,77,32
2023-03-15,England,Primary Market,True,2339,1413,291,58,39,18,7
2023-03-15,North America,Expansion Market,False,507,289,93,32,22,8,3
2023-03-15,Australia,Expansion Market,False,3652,2201,745,239,162,101,26
2023-03-15,Croatia,Primary Market,True,3681,1503,323,98,58,27,8
2023-03-16,Germany,Primary Market,True,3140,1345,343,158,104,46,10
2023-03-16,Netherlands,Primary Market,True,1508,903,330,70,22,8,2
2023-03-16,England,Primary Market,True,3919,1664,492,190,64,27,12
2023-03-16,North America,Expansion Market,False,773,464,224,85,27,8,3
2023-03-16,Australia,Expansion Market,False,1456,749,273,103,33,20,8
2023-03-16,Croatia,Primary Market,True,1398,573,160,54,23,8,2
2023-03-17,Germany,Primary Market,True,2960,1403,454,208,132,63,30
2023-03-17,Netherlands,Primary Market,True,1235,854,376,142,70,40,15
2023-03-17,England,Primary Market,True,1237,855,349,167,79,52,21
2023-03-17,North America,Expansion Market,False,2429,1467,551,118,66,42,15
2023-03-17,Australia,Expansion Market,False,2748,1395,327,89,59,22,6
2023-03-17,Croatia,Primary Market,True,2077,1452,394,126,55,22,6
2023-03-18,Germany,Primary Market,True,1744,1202,343,167,60,23,4
2023-03-18,Netherlands,Primary Market,True,3534,1594,525,216,120,53,20
2023-03-18,England,Primary Market,True,686,391,82,30,12,6,2
2023-03-18,North America,Expansion Market,False,3414,2243,732,279,120,68,16
2023-03-18,Australia,Expansion Market,False,1164,520,156,64,36,16,4
2023-03-18,Croatia,Primary Market,True,2715,1653,334,105,67,31,6
2023-03-19,Germany,Primary Market,True,3922,1830,519,118,55,31,12
2023-03-19,Netherlands,Primary Market,True,965,515,157,57,31,10,2
2023-03-19,England,Primary Market,True,1622,1057,240,97,56,38,10
2023-03-19,North America,Expansion Market,False,3705,1896,381,165,83,31,7
2023-03-19,Australia,Expansion Market,False,3976,2612,1080,389,229,70,17
2023-03-19,Croatia,Primary Market,True,2613,1727,595,233,130,70,22
2023-03-20,Germany,Primary Market,True,850,549,235,106,66,36,9
2023-03-20,Netherlands,Primary Market,True,985,608,229,99,61,28,8
2023-03-20,England,Primary Market,True,547,286,129,30,18,8,1
2023-03-20,North America,Expansion Market,False,1952,808,375,110,67,38,13
2023-03-20,Australia,Expansion Market,False,1737,777,169,41,21,13,3
2023-03-20,Croatia,Primary Market,True,941,378,81,31,12,5,1
2023-03-21,Germany,Primary Market,True,1087,445,109,30,20,7,1
2023-03-21,Netherlands,Primary Market,True,2584,1671,686,309,116,52,16
2023-03-21,England,Primary Market,True,856,466,206,47,15,6,2
2023-03-21,North America,Expansion Market,False,3057,2010,693,274,92,51,11
2023-03-21,Australia,Expansion Market,False,2085,1340,564,159,97,31,7
2023-03-21,Croatia,Primary Market,True,2697,1316,549,260,78,35,14
2023-03-22,Germany,Primary Market,True,2253,1545,622,269,90,49,12
2023-03-22,Netherlands,Primary Market,True,750,425,191,53,22,9,2
2023-03-22,England,Primary Market,True,1929,1129,498,218,123,73,24
2023-03-22,North America,Expansion Market,False,3830,1725,835,303,125,82,26
2023-03-22,Australia,Expansion Market,False,606,422,202,42,14,7,2
2023-03-22,Croatia,Primary Market,True,2574,1257,326,128,72,28,7
2023-03-23,Germany,Primary Market,True,2173,1196,453,119,65,37,13
2023-03-23,Netherlands,Primary Market,True,1182,597,147,64,26,17,4
2023-03-23,England,Primary Market,True,2570,1490,551,170,108,60,28
2023-03-23,North America,Expansion Market,False,2919,1744,406,188,127,72,26
2023-03-23,Australia,Expansion Market,False,2258,1173,239,74,25,10,2
2023-03-23,Croatia,Primary Market,True,2586,1240,572,249,88,46,14
2023-03-24,Germany,Primary Market,True,2843,1976,854,324,135,92,39
2023-03-24,Netherlands,Primary Market,True,3312,2072,516,146,58,27,11
2023-03-24,England,Primary Market,True,2905,1544,485,207,82,32,15
2023-03-24,North America,Expansion Market,False,3465,1446,720,193,90,49,16
2023-03-24,Australia,Expansion Market,False,670,418,179,57,17,6,2
2023-03-24,Croatia,Primary Market,True,3070,1812,788,328,221,108,22
2023-03-25,Germany,Primary Market,True,1204,815,250,63,30,11,4
2023-03-25,Netherlands,Primary Market,True,2397,1306,288,137,84,26,12
2023-03-25,England,Primary Market,True,1953,815,339,96,53,37,18
2023-03-25,North America,Expansion Market,False,3342,1551,403,111,50,24,4
2023-03-25,Australia,Expansion Market,False,2091,1023,260,124,51,17,4
2023-03-25,Croatia,Primary Market,True,2397,1067,327,124,72,34,9
2023-03-26,Germany,Primary Market,True,3160,1724,724,181,118,78,31
2023-03-26,Netherlands,Primary Market,True,3366,1489,606,245,98,38,13
2023-03-26,England,Primary Market,True,2988,1957,667,191,62,23,8
2023-03-26,North America,Expansion Market,False,2559,1338,490,105,57,24,7
2023-03-26,Australia,Expansion Market,False,3231,1521,669,223,123,55,19
2023-03-26,Croatia,Primary Market,True,2047,1011,454,121,40,12,4
2023-03-27,Germany,Primary Market,True,2125,936,361,77,44,23,6
2023-03-27,Netherlands,Primary Market,True,1856,1165,546,117,62,42,15
2023-03-27,England,Primary Market,True,2578,1485,686,184,72,29,13
2023-03-27,North America,Expansion Market,False,3942,2542,927,318,123,57,20
2023-03-27,Australia,Expansion Market,False,912,536,244,51,33,11,4
2023-03-27,Croatia,Primary Market,True,2977,1803,775,352,127,68,19
2023-03-28,Germany,Primary Market,True,3616,2242,787,317,164,70,15
2023-03-28,Netherlands,Primary Market,True,1127,468,185,54,28,18,4
2023-03-28,England,Primary Market,True,2918,1962,430,119,46,24,11
2023-03-28,North America,Expansion Market,False,1643,1092,341,90,51,26,5
2023-03-28,Australia,Expansion Market,False,2155,986,467,128,59,33,9
2023-03-28,Croatia,Primary Market,True,3195,1381,469,140,54,33,14
2023-03-29,Germany,Primary Market,True,2683,1101,464,162,71,37,11
2023-03-29,Netherlands,Primary Market,True,836,582,146,67,37,11,4
2023-03-29,England,Primary Market,True,2190,1397,558,162,65,26,10
2023-03-29,North America,Expansion Market,False,3202,1528,603,271,96,46,17
2023-03-29,Australia,Expansion Market,False,2300,963,291,102,45,28,5
2023-03-29,Croatia,Primary Market,True,996,428,146,72,31,14,2
2023-03-30,Germany,Primary Market,True,2463,1151,285,58,23,12,5
2023-03-30,Netherlands,Primary Market,True,3667,2362,474,204,131,61,23
2023-03-30,England,Primary Market,True,1787,1128,384,170,105,69,14
2023-03-30,North America,Expansion Market,False,3768,1656,427,119,60,41,10
2023-03-30,Australia,Expansion Market,False,1413,938,299,69,28,8,2
2023-03-30,Croatia,Primary Market,True,703,413,109,25,14,9,1
2023-03-31,Germany,Primary Market,True,2204,1134,420,159,89,46,14
2023-03-31,Netherlands,Primary Market,True,2592,1444,640,191,102,38,15
2023-03-31,England,Primary Market,True,3203,1644,715,293,120,71,27
2023-03-31,North America,Expansion Market,False,3401,1936,698,347,133,47,15
2023-03-31,Australia,Expansion Market,False,1473,756,206,95,63,29,11
2023-03-31,Croatia,Primary Market,True,3533,1948,726,309,159,99,49
2023-04-01,Germany,Primary Market,True,863,484,213,102,70,26,10
2023-04-01,Netherlands,Primary Market,True,3265,2256,874,381,226,144,35
2023-04-01,England,Primary Market,True,3939,1844,577,175,101,68,14
2023-04-01,North America,Expansion Market,False,3513,1566,535,206,86,55,23
2023-04-01,Australia,Expansion Market,False,3864,2583,1136,347,240,144,52
2023-04-01,Croatia,Primary Market,True,3162,2170,761,157,91,42,10
2023-04-02,Germany,Primary Market,True,2905,1713,691,231,130,55,19
2023-04-02,Netherlands,Primary Market,True,3753,2451,1032,215,126,87,37
2023-04-02,England,Primary Market,True,2153,973,338,94,50,15,5
2023-04-02,North America,Expansion Market,False,1736,1052,332,103,44,18,4
2023-04-02,Australia,Expansion Market,False,1527,699,182,51,27,11,4
2023-04-02,Croatia,Primary Market,True,2745,1833,389,157,67,42,17
2023-04-03,Germany,Primary Market,True,886,545,175,66,29,19,6
2023-04-03,Netherlands,Primary Market,True,3395,1838,688,210,139,59,28
2023-04-03,England,Primary Market,True,947,661,183,63,43,16,4
2023-04-03,North America,Expansion Market,False,1857,1214,464,103,34,13,3
2023-04-03,Australia,Expansion Market,False,904,419,97,31,14,9,1
2023-04-03,Croatia,Primary Market,True,1320,776,187,77,31,9,2
2023-04-04,Germany,Primary Market,True,3269,1458,522,196,132,60,29
2023-04-04,Netherlands,Primary Market,True,3456,2255,538,131,57,20,7
2023-04-04,England,Primary Market,True,1373,795,336,161,86,57,21
2023-04-04,North America,Expansion Market,False,1418,762,270,110,45,21,4
2023-04-04,Australia,Expansion Market,False,2214,1456,303,128,74,44,10
2023-04-04,Croatia,Primary Market,True,2044,1088,366,143,77,49,13
2023-04-05,Germany,Primary Market,True,1567,1009,398,99,33,21,7
2023-04-05,Netherlands,Primary Market,True,2541,1276,603,164,77,39,9
2023-04-05,England,Primary Market,True,2493,1545,376,89,30,10,2
2023-04-05,North America,Expansion Market,False,2950,1472,491,244,115,64,31
2023-04-05,Australia,Expansion Market,False,3281,1973,760,304,138,64,16
2023-04-05,Croatia,Primary Market,True,3258,2225,512,142,72,24,8
2023-04-06,Germany,Primary Market,True,1270,610,257,88,37,17,7
2023-04-06,Netherlands,Primary Market,True,2302,967,382,187,124,65,18
2023-04-06,England,Primary Market,True,1822,824,195,90,28,8,2
2023-04-06,North America,Expansion Market,False,2191,1092,375,143,62,24,11
2023-04-06,Australia,Expansion Market,False,2457,1660,342,99,38,22,10
2023-04-06,Croatia,Primary Market,True,1229,703,243,100,55,34,16
2023-04-07,Germany,Primary Market,True,535,352,73,25,17,8,2
2023-04-07,Netherlands,Primary Market,True,1767,999,491,98,31,10,4
2023-04-07,England,Primary Market,True,560,297,130,44,29,17,3
2023-04-07,North America,Expansion Market,False,3523,1650,687,230,69,32,12
2023-04-07,Australia,Expansion Market,False,2322,1311,274,104,71,36,12
2023-04-07,Croatia,Primary Market,True,2107,1436,447,204,104,51,13
2023-04-08,Germany,Primary Market,True,1980,901,293,79,34,18,7
2023-04-08,Netherlands,Primary Market,True,1470,914,350,144,96,42,17
2023-04-08,England,Primary Market,True,3916,2183,768,263,122,66,25
2023-04-08,North America,Expansion Market,False,1258,554,218,102,31,20,5
2023-04-08,Australia,Expansion Market,False,3433,1665,728,230,145,77,16
2023-04-08,Croatia,Primary Market,True,720,353,171,79,52,19,7
2023-04-09,Germany,Primary Market,True,969,399,115,54,17,11,2
2023-04-09,Netherlands,Primary Market,True,687,378,96,29,9,2,0
2023-04-09,England,Primary Market,True,1324,726,199,85,34,10,2
2023-04-09,North America,Expansion Market,False,2995,1441,439,210,132,55,23
2023-04-09,Australia,Expansion Market,False,3699,1766,784,189,109,44,15
2023-04-09,Croatia,Primary Market,True,1650,1033,394,100,32,12,4
2023-04-10,Germany,Primary Market,True,513,258,78,33,10,4,1
2023-04-10,Netherlands,Primary Market,True,2782,1212,279,72,29,10,4
2023-04-10,England,Primary Market,True,940,632,128,43,17,5,1
2023-04-10,North America,Expansion Market,False,1206,839,175,68,23,7,3
2023-04-10,Australia,Expansion Market,False,2850,1849,666,190,79,35,10
2023-04-10,Croatia,Primary Market,True,3066,2133,818,364,247,88,23
2023-04-11,Germany,Primary Market,True,796,477,191,91,61,36,12
2023-04-11,Netherlands,Primary Market,True,1531,802,362,86,51,24,11
2023-04-11,England,Primary Market,True,703,466,104,33,10,5,1
2023-04-11,North America,Expansion Market,False,1854,1117,445,191,100,67,16
2023-04-11,Australia,Expansion Market,False,2410,1685,363,150,78,25,10
2023-04-11,Croatia,Primary Market,True,2759,1607,529,113,38,23,8
2023-04-12,Germany,Primary Market,True,1251,789,181,57,38,11,2
2023-04-12,Netherlands,Primary Market,True,3459,2059,841,354,129,41,9
2023-04-12,England,Primary Market,True,3156,1824,659,183,127,40,12
2023-04-12,North America,Expansion Market,False,823,507,227,77,42,25,12
2023-04-12,Australia,Expansion Market,False,1962,1132,273,117,38,22,8
2023-04-12,Croatia,Primary Market,True,1410,729,177,53,29,16,4
2023-04-13,Germany,Primary Market,True,3842,2678,851,222,87,27,6
2023-04-13,Netherlands,Primary Market,True,3699,2438,1197,409,228,113,33
2023-04-13,England,Primary Market,True,2052,921,360,164,65,40,9
2023-04-13,North America,Expansion Market,False,1633,862,354,158,84,54,24
2023-04-13,Australia,Expansion Market,False,1577,655,138,64,40,12,2
2023-04-13,Croatia,Primary Market,True,787,531,237,59,22,13,6
2023-04-14,Germany,Primary Market,True,1219,825,262,87,44,15,3
2023-04-14,Netherlands,Primary Market,True,3975,1700,619,200,63,19,6
2023-04-14,England,Primary Market,True,2152,1076,314,85,33,22,6
2023-04-14,North America,Expansion Market,False,3956,2562,1251,382,259,156,68
2023-04-14,Australia,Expansion Market,False,2384,1118,254,122,66,25,7
2023-04-14,Croatia,Primary Market,True,1015,607,265,80,29,15,3
2023-04-15,Germany,Primary Market,True,1985,1170,526,226,101,68,25
2023-04-15,Netherlands,Primary Market,True,2784,1404,488,230,118,41,12
2023-04-15,England,Primary Market,True,2836,1172,565,214,74,33,7
2023-04-15,North America,Expansion Market,False,2415,1124,246,102,44,14,4
2023-04-15,Australia,Expansion Market,False,1717,698,190,71,29,12,4
2023-04-15,Croatia,Primary Market,True,2200,1361,358,154,94,51,13
2023-04-16,Germany,Primary Market,True,1441,659,287,102,57,34,8
2023-04-16,Netherlands,Primary Market,True,2947,1875,854,173,53,23,5
2023-04-16,England,Primary Market,True,3961,1889,421,191,70,39,17
2023-04-16,North America,Expansion Market,False,1495,857,425,118,80,51,19
2023-04-16,Australia,Expansion Market,False,576,284,119,55,33,18,7
2023-04-16,Croatia,Primary Market,True,1031,573,218,71,24,10,3
2023-04-17,Germany,Primary Market,True,2251,1251,542,112,33,22,4
2023-04-17,Netherlands,Primary Market,True,3886,2367,579,169,113,45,20
2023-04-17,England,Primary Market,True,623,258,52,24,12,7,1
2023-04-17,North America,Expansion Market,False,2082,1174,247,107,70,26,10
2023-04-17,Australia,Expansion Market,False,1421,977,221,83,53,19,5
2023-04-17,Croatia,Primary Market,True,2313,1226,351,123,84,43,14
2023-04-18,Germany,Primary Market,True,1087,608,230,72,22,10,4
2023-04-18,Netherlands,Primary Market,True,2284,1397,517,104,32,18,6
2023-04-18,England,Primary Market,True,3590,1689,610,156,53,15,6
2023-04-18,North America,Expansion Market,False,2838,1135,323,118,61,40,11
2023-04-18,Australia,Expansion Market,False,2750,1564,749,351,216,143,52
2023-04-18,Croatia,Primary Market,True,3876,1817,398,111,69,43,17
2023-04-19,Germany,Primary Market,True,3870,1789,465,146,101,30,9
2023-04-19,Netherlands,Primary Market,True,1344,901,223,59,24,9,2
2023-04-19,England,Primary Market,True,1489,692,286,66,33,16,7
2023-04-19,North America,Expansion Market,False,1933,1320,421,103,37,25,8
2023-04-19,Australia,Expansion Market,False,3830,1789,729,310,136,57,18
2023-04-19,Croatia,Primary Market,True,1494,1036,257,107,60,36,14
2023-04-20,Germany,Primary Market,True,3881,2406,1091,327,106,61,13
2023-04-20,Netherlands,Primary Market,True,790,463,193,93,47,26,9
2023-04-20,England,Primary Market,True,3362,2345,623,261,173,89,43
2023-04-20,North America,Expansion Market,False,1138,761,182,55,32,20,6
2023-04-20,Australia,Expansion Market,False,3149,2153,571,162,106,62,29
2023-04-20,Croatia,Primary Market,True,3773,2304,487,134,65,19,3
2023-04-21,Germany,Primary Market,True,2778,1356,277,99,51,17,6
2023-04-21,Netherlands,Primary Market,True,2119,1068,249,66,28,16,7
