date,country,location_type,sessions,users,pageviews,revenue,organic_traffic,paid_traffic,sessions_ma_7d,sessions_ma_30d
2023-02-17,England,Primary Market,1315,1047,3808,45230.85919792837,756,559,1119.4285714285713,1013.4333333333333
2023-02-17,Germany,Primary Market,2720,2255,6551,83980.46485194995,1377,1343,2529.714285714286,2243.6666666666665
2023-02-17,Netherlands,Primary Market,749,600,1634,19261.88195439055,362,387,1353.2857142857142,1306.6666666666667
2023-02-17,North America,Expansion Market,1163,968,2724,24924.281018629492,606,557,1626.142857142857,1733.3333333333333
2023-02-18,Australia,Expansion Market,2425,1868,5613,51121.85696459775,1018,1407,1633.857142857143,1311.2666666666667
2023-02-18,Croatia,Primary Market,1224,987,3295,30175.690157622616,560,664,1453.142857142857,1496.0333333333333
2023-02-18,England,Primary Market,655,469,1702,28932.360416689575,285,370,1054.0,1025.9
2023-02-18,Germany,Primary Market,3464,2626,6640,81018.81174107028,1921,1543,2709.714285714286,2299.4333333333334
2023-02-18,Netherlands,Primary Market,2248,1817,4867,82576.88301973772,994,1254,1391.142857142857,1349.3333333333333
2023-02-18,North America,Expansion Market,2738,2166,6059,81478.89962403353,1342,1396,1620.0,1761.5
2023-02-19,Australia,Expansion Market,2721,2181,6472,53412.50920819386,1538,1183,1746.7142857142858,1379.8666666666666
2023-02-19,Croatia,Primary Market,1845,1511,4194,65133.09377256733,921,924,1303.857142857143,1514.5666666666666
2023-02-19,England,Primary Market,901,688,1814,32119.623843452435,444,457,990.0,1044.2
2023-02-19,Germany,Primary Market,4167,3286,10069,146629.4605046227,2122,2045,2714.285714285714,2346.0
2023-02-19,Netherlands,Primary Market,2654,2120,6983,94626.06748905315,1270,1384,1589.7142857142858,1392.2333333333333
2023-02-19,North America,Expansion Market,2439,1906,6518,48107.83814222788,1180,1259,1784.4285714285713,1784.7
2023-02-20,Australia,Expansion Market,704,564,1686,15240.281249684624,332,372,1716.4285714285713,1355.4333333333334
2023-02-20,Croatia,Primary Market,1442,1153,3295,41799.12073173765,721,721,1334.0,1538.1
2023-02-20,England,Primary Market,1314,1024,3684,36987.56063021002,626,688,1028.7142857142858,1049.4333333333334
2023-02-20,Germany,Primary Market,1968,1538,3731,76127.03149288976,1087,881,2643.285714285714,2338.633333333333
2023-02-20,Netherlands,Primary Market,1368,1035,2922,53699.23351199069,570,798,1654.2857142857142,1368.4666666666667
2023-02-20,North America,Expansion Market,2181,1726,4155,53117.99658515301,1029,1152,1883.142857142857,1787.7666666666667
2023-02-21,Australia,Expansion Market,1074,889,2572,35516.586298535214,525,549,1712.857142857143,1321.5
2023-02-21,Croatia,Primary Market,850,665,1767,35025.62474303572,427,423,1331.4285714285713,1521.0666666666666
2023-02-21,England,Primary Market,863,671,2159,16717.174292684584,436,427,1088.0,1031.4333333333334
2023-02-21,Germany,Primary Market,1953,1513,3940,49043.978778438686,969,984,2751.1428571428573,2339.5333333333333
2023-02-21,Netherlands,Primary Market,1503,1243,3992,44919.4034239146,775,728,1733.7142857142858,1373.7333333333333
2023-02-21,North America,Expansion Market,1424,1097,2639,27397.124426970884,704,720,1884.7142857142858,1755.2333333333333
2023-02-22,Australia,Expansion Market,1298,1114,2594,43688.059602108944,709,589,1603.5714285714287,1322.9666666666667
2023-02-22,Croatia,Primary Market,1087,802,2187,26078.69919994671,456,631,1287.5714285714287,1476.8333333333333
2023-02-22,England,Primary Market,1056,811,2234,31991.285907523452,483,573,1055.857142857143,1014.7
2023-02-22,Germany,Primary Market,1392,1117,2968,38829.21664707153,763,629,2719.285714285714,2318.366666666667
2023-02-22,Netherlands,Primary Market,1526,1223,3401,66269.07383839999,760,766,1676.7142857142858,1371.4333333333334
2023-02-22,North America,Expansion Market,1554,1170,4123,34299.04397373286,803,751,1787.857142857143,1762.1666666666667
2023-02-23,Australia,Expansion Market,781,638,1717,28187.50194645766,385,396,1592.4285714285713,1310.2
2023-02-23,Croatia,Primary Market,1444,1153,3215,53115.64594985666,797,647,1276.5714285714287,1489.0
2023-02-23,England,Primary Market,1034,872,2163,39737.50144855953,555,479,1019.7142857142857,996.4
2023-02-23,Germany,Primary Market,2321,1902,4695,68784.9897667507,1147,1174,2569.285714285714,2328.366666666667
2023-02-23,Netherlands,Primary Market,1412,1117,3241,41703.29836363365,646,766,1637.142857142857,1396.1
2023-02-23,North America,Expansion Market,1126,833,2058,37474.79278830401,577,549,1803.5714285714287,1729.8333333333333
2023-02-24,Australia,Expansion Market,1056,832,2038,33600.27674940043,452,604,1437.0,1323.6333333333334
2023-02-24,Croatia,Primary Market,1309,1072,2435,40906.53531075144,717,592,1314.4285714285713,1485.4666666666667
2023-02-24,England,Primary Market,1017,849,1950,46612.910528976034,467,550,977.1428571428571,997.4666666666667
2023-02-24,Germany,Primary Market,2913,2364,7502,58867.04312738111,1432,1481,2596.8571428571427,2344.866666666667
2023-02-24,Netherlands,Primary Market,1517,1177,4057,31471.81113143383,754,763,1746.857142857143,1398.9333333333334
2023-02-24,North America,Expansion Market,1627,1324,4313,45975.65209784465,821,806,1869.857142857143,1723.6
2023-02-25,Australia,Expansion Market,2282,1849,4105,57550.09690543306,1189,1093,1416.5714285714287,1352.1333333333334
2023-02-25,Croatia,Primary Market,2346,1875,5525,89434.73951236777,1290,1056,1474.7142857142858,1531.3
2023-02-25,England,Primary Market,1144,910,2851,42566.03025527591,595,549,1047.0,981.4333333333333
2023-02-25,Germany,Primary Market,2738,2309,6692,94251.10167024613,1558,1180,2493.1428571428573,2384.0333333333333
2023-02-25,Netherlands,Primary Market,2318,1827,5091,91848.39890932609,1244,1074,1756.857142857143,1434.7666666666667
2023-02-25,North America,Expansion Market,2264,1748,4906,57512.390065993946,1071,1193,1802.142857142857,1752.1666666666667
2023-02-26,Australia,Expansion Market,1814,1499,3245,62273.353713885066,923,891,1287.0,1358.4666666666667
2023-02-26,Croatia,Primary Market,2471,2154,5683,88526.16776490744,1273,1198,1564.142857142857,1572.5
2023-02-26,England,Primary Market,768,599,1417,27649.155714011766,434,334,1028.0,992.1666666666666
2023-02-26,Germany,Primary Market,2516,2068,5343,59883.79715762032,1213,1303,2257.285714285714,2388.4333333333334
2023-02-26,Netherlands,Primary Market,1638,1241,2956,56668.6226274187,711,927,1611.7142857142858,1459.8
2023-02-26,North America,Expansion Market,1783,1468,3512,43158.02456921663,936,847,1708.4285714285713,1762.3666666666666
2023-02-27,Australia,Expansion Market,1046,862,2584,24223.750985813233,501,545,1335.857142857143,1358.3333333333333
2023-02-27,Croatia,Primary Market,1791,1295,4729,40859.479185385106,849,942,1614.0,1542.5333333333333
2023-02-27,England,Primary Market,967,751,2673,29819.977692726487,435,532,978.4285714285714,972.6333333333333
2023-02-27,Germany,Primary Market,1440,1194,3781,48591.607230334805,781,659,2181.8571428571427,2358.233333333333
2023-02-27,Netherlands,Primary Market,1092,878,2324,20187.63389427319,592,500,1572.2857142857142,1448.3333333333333
2023-02-27,North America,Expansion Market,1737,1434,4191,33506.01441958035,800,937,1645.0,1728.1333333333334
2023-02-28,Australia,Expansion Market,1174,882,2426,23114.444279163494,664,510,1350.142857142857,1339.9
2023-02-28,Croatia,Primary Market,1264,1022,2736,52226.443635239804,624,640,1673.142857142857,1518.2333333333333
2023-02-28,England,Primary Market,715,585,1972,22845.86550846437,370,345,957.2857142857143,937.7333333333333
2023-02-28,Germany,Primary Market,2415,1995,5723,78976.54970163581,1119,1296,2247.8571428571427,2331.0666666666666
2023-02-28,Netherlands,Primary Market,1417,1176,3478,34308.017949779474,701,716,1560.0,1420.3
2023-02-28,North America,Expansion Market,1911,1555,3884,65050.728038163325,989,922,1714.5714285714287,1720.8
2023-03-01,Australia,Expansion Market,1480,1225,3601,38890.295129234975,676,804,1376.142857142857,1348.2666666666667
2023-03-01,Croatia,Primary Market,1323,993,2802,31913.2273792295,633,690,1706.857142857143,1518.7333333333333
2023-03-01,England,Primary Market,1309,1049,3536,25284.920746465377,680,629,993.4285714285714,972.5666666666667
2023-03-01,Germany,Primary Market,2426,1993,5069,59188.001014009475,1263,1163,2395.5714285714284,2351.9333333333334
2023-03-01,Netherlands,Primary Market,620,490,1231,18073.146606744547,327,293,1430.5714285714287,1386.4333333333334
2023-03-01,North America,Expansion Market,1728,1417,3410,37965.470371115254,985,743,1739.4285714285713,1739.9333333333334
2023-03-02,Australia,Expansion Market,663,555,1493,18278.09077389053,316,347,1359.2857142857142,1324.3
2023-03-02,Croatia,Primary Market,1575,1185,2699,26814.855302967826,887,688,1725.5714285714287,1514.1
2023-03-02,England,Primary Market,866,677,2114,24857.27205605103,405,461,969.4285714285714,981.6
2023-03-02,Germany,Primary Market,1964,1692,4963,26671.142011118616,1025,939,2344.5714285714284,2371.133333333333
2023-03-02,Netherlands,Primary Market,1648,1312,3464,61209.521063627195,978,670,1464.2857142857142,1409.1
2023-03-02,North America,Expansion Market,1622,1340,3225,45522.58485266552,815,807,1810.2857142857142,1729.2
2023-03-03,Australia,Expansion Market,1093,901,2457,39983.11513387726,494,599,1364.5714285714287,1331.3666666666666
2023-03-03,Croatia,Primary Market,728,574,1336,23210.54853355761,336,392,1642.5714285714287,1467.7666666666667
2023-03-03,England,Primary Market,1295,1061,2468,34500.71890463034,591,704,1009.1428571428571,984.7333333333333
2023-03-03,Germany,Primary Market,1571,1296,3736,41301.86694442437,752,819,2152.8571428571427,2356.0666666666666
2023-03-03,Netherlands,Primary Market,1442,1108,2239,65761.3801519746,756,686,1453.5714285714287,1411.2666666666667
2023-03-03,North America,Expansion Market,2092,1644,4391,77002.68554915031,1198,894,1876.7142857142858,1739.1
2023-03-04,Australia,Expansion Market,1997,1665,5281,69759.19034836507,931,1066,1323.857142857143,1369.6
2023-03-04,Croatia,Primary Market,1777,1432,3898,85559.8775261087,851,926,1561.2857142857142,1474.8666666666666
2023-03-04,England,Primary Market,1223,865,2617,47045.50484553911,598,625,1020.4285714285714,1009.0333333333333
2023-03-04,Germany,Primary Market,3269,2665,7684,108046.64610918562,1827,1442,2228.714285714286,2393.9333333333334
2023-03-04,Netherlands,Primary Market,1866,1518,4386,34343.85152793958,1091,775,1389.0,1434.6
2023-03-04,North America,Expansion Market,2044,1612,4126,60153.183097568355,996,1048,1845.2857142857142,1759.8666666666666
2023-03-05,Australia,Expansion Market,1710,1398,4013,67278.47277794969,874,836,1309.0,1397.2666666666667
2023-03-05,Croatia,Primary Market,2085,1788,4256,63836.27181628115,1045,1040,1506.142857142857,1504.3333333333333
2023-03-05,England,Primary Market,967,818,1868,39031.58854550811,515,452,1048.857142857143,1026.6333333333334
2023-03-05,Germany,Primary Market,3894,3062,6924,141151.75694487165,1915,1979,2425.5714285714284,2461.6
2023-03-05,Netherlands,Primary Market,1085,885,2234,31317.65166828535,586,499,1310.0,1427.0333333333333
2023-03-05,North America,Expansion Market,3218,2647,6545,103950.88882234582,1477,1741,2050.285714285714,1828.8666666666666
2023-03-06,Australia,Expansion Market,760,648,1866,22684.88172863303,417,343,1268.142857142857,1371.6
2023-03-06,Croatia,Primary Market,1009,823,2263,39613.35155204487,459,550,1394.4285714285713,1437.0333333333333
2023-03-06,England,Primary Market,780,630,2007,18805.71398534855,385,395,1022.1428571428571,1020.3666666666667
2023-03-06,Germany,Primary Market,1773,1425,4298,47764.856461306445,849,924,2473.1428571428573,2458.6
2023-03-06,Netherlands,Primary Market,1350,1072,3421,39562.70822089139,795,555,1346.857142857143,1425.1333333333334
2023-03-06,North America,Expansion Market,2760,2335,5723,90357.2976016142,1352,1408,2196.4285714285716,1885.8666666666666
2023-03-07,Australia,Expansion Market,1127,959,3100,49943.18309546165,513,614,1261.4285714285713,1362.7333333333333
2023-03-07,Croatia,Primary Market,1862,1489,4339,81488.02667930795,775,1087,1479.857142857143,1450.8
2023-03-07,England,Primary Market,1409,1053,3240,34092.19784748621,783,626,1121.2857142857142,1021.1
2023-03-07,Germany,Primary Market,2803,2234,5873,79164.53757716835,1293,1510,2528.5714285714284,2458.0
2023-03-07,Netherlands,Primary Market,1457,1112,3775,46013.101780744226,723,734,1352.5714285714287,1415.0666666666666
2023-03-07,North America,Expansion Market,1839,1449,3616,41881.16188693287,981,858,2186.1428571428573,1887.4666666666667
2023-03-08,Australia,Expansion Market,1140,882,2275,25751.66573869732,555,585,1212.857142857143,1372.6666666666667
2023-03-08,Croatia,Primary Market,1709,1337,4518,64854.84950055414,919,790,1535.0,1450.3333333333333
2023-03-08,England,Primary Market,212,166,593,6479.561744038207,100,112,964.5714285714286,1003.6666666666666
2023-03-08,Germany,Primary Market,2040,1510,4009,39088.69329675653,1066,974,2473.4285714285716,2465.233333333333
2023-03-08,Netherlands,Primary Market,1882,1455,4413,42735.614242215466,1059,823,1532.857142857143,1431.4
2023-03-08,North America,Expansion Market,1814,1429,4901,50812.07004756567,964,850,2198.4285714285716,1875.3333333333333
2023-03-09,Australia,Expansion Market,1536,1207,3387,53876.2070795492,749,787,1337.5714285714287,1383.1666666666667
2023-03-09,Croatia,Primary Market,958,823,2112,35406.045967702026,534,424,1446.857142857143,1436.2
2023-03-09,England,Primary Market,886,691,2518,41805.72873623961,495,391,967.4285714285714,1005.8333333333334
2023-03-09,Germany,Primary Market,1673,1259,3529,41201.74531695161,812,861,2431.8571428571427,2435.7
2023-03-09,Netherlands,Primary Market,1407,1165,3746,37736.26813589416,707,700,1498.4285714285713,1469.4333333333334
2023-03-09,North America,Expansion Market,1671,1360,4364,43510.523312419464,868,803,2205.4285714285716,1868.6333333333334
2023-03-10,Australia,Expansion Market,2044,1707,4412,52069.21044443326,1125,919,1473.4285714285713,1389.7666666666667
2023-03-10,Croatia,Primary Market,1346,1119,3215,45638.76385107849,734,612,1535.142857142857,1454.5
2023-03-10,England,Primary Market,1121,872,2565,28163.463716254402,557,564,942.5714285714286,1018.2
2023-03-10,Germany,Primary Market,2287,1915,5422,47251.50763894967,1206,1081,2534.1428571428573,2404.5666666666666
2023-03-10,Netherlands,Primary Market,1716,1284,3323,43421.143722325614,868,848,1537.5714285714287,1494.0666666666666
2023-03-10,North America,Expansion Market,1077,898,2644,32889.686254218475,548,529,2060.4285714285716,1841.7333333333333
2023-03-11,Australia,Expansion Market,2749,2141,6616,82650.96468270374,1332,1417,1580.857142857143,1462.4333333333334
2023-03-11,Croatia,Primary Market,1235,1021,3144,45524.11268404538,583,652,1457.7142857142858,1474.4333333333334
2023-03-11,England,Primary Market,492,414,1324,16101.49470327262,215,277,838.1428571428571,1001.1333333333333
2023-03-11,Germany,Primary Market,4089,3342,9979,152211.21520698647,2270,1819,2651.285714285714,2481.1
2023-03-11,Netherlands,Primary Market,1457,1161,3242,23899.170040471752,744,713,1479.142857142857,1502.9666666666667
2023-03-11,North America,Expansion Market,2162,1723,4844,71809.08883483344,1012,1150,2077.285714285714,1860.2
2023-03-12,Australia,Expansion Market,1592,1396,3248,64062.15549106083,716,876,1564.0,1491.8666666666666
2023-03-12,Croatia,Primary Market,2441,1944,4597,64769.83066815126,1153,1288,1508.5714285714287,1513.0
2023-03-12,England,Primary Market,1001,832,1650,27131.078437773598,484,517,843.0,994.3666666666667
2023-03-12,Germany,Primary Market,3116,2593,7062,107655.99363923488,1652,1464,2540.1428571428573,2530.0
2023-03-12,Netherlands,Primary Market,2081,1706,4277,81038.04963373707,1138,943,1621.4285714285713,1539.2333333333333
2023-03-12,North America,Expansion Market,2484,2027,5641,88758.50460326139,1266,1218,1972.4285714285713,1889.2666666666667
2023-03-13,Australia,Expansion Market,1321,1025,2991,43033.16499618067,645,676,1644.142857142857,1486.6333333333334
2023-03-13,Croatia,Primary Market,836,713,1770,35758.069480842496,366,470,1483.857142857143,1496.8333333333333
2023-03-13,England,Primary Market,501,420,972,8891.365699536713,226,275,803.1428571428571,973.9666666666667
2023-03-13,Germany,Primary Market,2312,1806,4841,54722.42483578976,1067,1245,2617.1428571428573,2533.6
2023-03-13,Netherlands,Primary Market,1010,796,2273,38295.141814179005,492,518,1572.857142857143,1506.8
2023-03-13,North America,Expansion Market,2215,1727,5555,76524.93873721603,1029,1186,1894.5714285714287,1870.4
2023-03-14,Australia,Expansion Market,1352,1082,2336,57637.33448319207,633,719,1676.2857142857142,1467.3333333333333
2023-03-14,Croatia,Primary Market,1787,1413,4170,55227.35715994228,830,957,1473.142857142857,1460.0666666666666
2023-03-14,England,Primary Market,474,420,1102,15235.897926614321,218,256,669.5714285714286,944.8
2023-03-14,Germany,Primary Market,1743,1382,3829,60910.97591554465,914,829,2465.714285714286,2453.866666666667
2023-03-14,Netherlands,Primary Market,670,501,1373,17932.85917870494,311,359,1460.4285714285713,1487.0
